;id;player;player_team;s1;opponent;s2;rating2.0;map;date;event_type;event_tier
0;11893;zywoo;Vitality;10;AVANGAR;16;1.04;d2;2019-05-09;major;S
1;11893;zywoo;Vitality;16;AVANGAR;11;1.63;inf;2019-05-09;major;S
2;11893;zywoo;Vitality;9;AVANGAR;16;0.9;mrg;2019-05-09;major;S
3;11893;zywoo;Vitality;16;MOUZ;10;1.52;mrg;2019-08-31;major;S
4;11893;zywoo;Vitality;16;MOUZ;5;1.44;vtg;2019-08-31;major;S
5;11893;zywoo;Vitality;7;ENCE;16;0.72;d2;2019-08-30;major;S
6;11893;zywoo;Vitality;10;ENCE;16;0.84;nuke;2019-08-30;major;S
7;11893;zywoo;Vitality;16;FaZe;7;1.65;d2;2019-08-29;major;S
8;11893;zywoo;Vitality;16;North;9;1.38;inf;2019-08-28;major;S
9;11893;zywoo;Vitality;7;Ninjas in Pyjamas;16;0.91;mrg;2019-02-24;major;S
10;11893;zywoo;Vitality;16;Ninjas in Pyjamas;8;1.53;ovp;2019-02-24;major;S
11;11893;zywoo;Vitality;7;Ninjas in Pyjamas;16;0.95;cch;2019-02-24;major;S
12;11893;zywoo;Vitality;12;Renegades;16;0.92;inf;2019-02-22;major;S
13;11893;zywoo;Vitality;16;Renegades;11;1.11;cch;2019-02-22;major;S
14;11893;zywoo;Vitality;5;Renegades;16;0.77;d2;2019-02-22;major;S
15;11893;zywoo;Vitality;16;Cloud9;14;1.43;mrg;2019-02-21;major;S
16;11893;zywoo;Vitality;22;Natus Vincere;25;1.05;mrg;2019-02-20;major;S
17;11893;zywoo;Vitality;16;BIG;11;1.64;mrg;2019-02-20;major;S
18;7998;s1mple;Natus Vincere;17;NRG;19;1.23;mrg;2019-06-09;major;S
19;7998;s1mple;Natus Vincere;12;NRG;16;0.88;d2;2019-06-09;major;S
20;7998;s1mple;Natus Vincere;16;CR4ZY;4;1.55;nuke;2019-01-09;major;S
21;7998;s1mple;Natus Vincere;16;CR4ZY;12;1.0;inf;2019-01-09;major;S
22;7998;s1mple;Natus Vincere;11;CR4ZY;16;1.06;mrg;2019-01-09;major;S
23;7998;s1mple;Natus Vincere;16;MIBR;4;1.1;inf;2019-08-31;major;S
24;7998;s1mple;Natus Vincere;16;MIBR;11;1.38;mrg;2019-08-31;major;S
25;7998;s1mple;Natus Vincere;17;MOUZ;19;1.25;nuke;2019-08-30;major;S
26;7998;s1mple;Natus Vincere;16;DreamEaters;7;1.45;ovp;2019-08-29;major;S
27;7998;s1mple;Natus Vincere;17;G2;19;1.17;ovp;2019-08-28;major;S
28;7998;s1mple;Natus Vincere;14;ENCE;16;1.51;mrg;2019-02-03;major;S
29;7998;s1mple;Natus Vincere;16;ENCE;3;1.89;d2;2019-02-03;major;S
30;7998;s1mple;Natus Vincere;14;ENCE;16;1.2;trn;2019-02-03;major;S
31;7998;s1mple;Natus Vincere;16;FaZe;7;1.11;mrg;2019-02-28;major;S
32;7998;s1mple;Natus Vincere;16;FaZe;13;0.86;inf;2019-02-28;major;S
33;7998;s1mple;Natus Vincere;16;AVANGAR;11;1.36;trn;2019-02-22;major;S
34;7998;s1mple;Natus Vincere;16;AVANGAR;6;1.36;d2;2019-02-22;major;S
35;7998;s1mple;Natus Vincere;9;Liquid;16;1.24;d2;2019-02-21;major;S
36;7998;s1mple;Natus Vincere;14;Liquid;16;1.15;mrg;2019-02-21;major;S
37;7998;s1mple;Natus Vincere;25;Vitality;22;1.3;mrg;2019-02-20;major;S
38;7998;s1mple;Natus Vincere;16;G2;7;1.59;inf;2019-02-20;major;S
39;7592;device;Astralis;16;AVANGAR;5;1.97;d2;2019-08-09;major;S
40;7592;device;Astralis;16;AVANGAR;6;1.49;inf;2019-08-09;major;S
41;7592;device;Astralis;16;NRG;9;1.37;ovp;2019-07-09;major;S
42;7592;device;Astralis;16;NRG;10;1.25;trn;2019-07-09;major;S
43;7592;device;Astralis;16;Liquid;13;1.36;ovp;2019-06-09;major;S
44;7592;device;Astralis;16;Liquid;8;1.56;vtg;2019-06-09;major;S
45;7592;device;Astralis;16;CR4ZY;5;1.59;vtg;2019-08-31;major;S
46;7592;device;Astralis;29;CR4ZY;31;1.08;d2;2019-08-31;major;S
47;7592;device;Astralis;16;CR4ZY;11;1.07;inf;2019-08-31;major;S
48;7592;device;Astralis;4;NRG;16;0.46;nuke;2019-08-30;major;S
49;7592;device;Astralis;28;NRG;31;1.05;trn;2019-08-30;major;S
50;7592;device;Astralis;16;G2;7;1.49;nuke;2019-08-29;major;S
51;7592;device;Astralis;16;DreamEaters;9;1.41;d2;2019-08-28;major;S
52;7592;device;Astralis;16;ENCE;4;1.89;inf;2019-03-03;major;S
53;7592;device;Astralis;16;ENCE;11;1.14;trn;2019-03-03;major;S
54;7592;device;Astralis;16;MIBR;7;1.16;inf;2019-02-03;major;S
55;7592;device;Astralis;16;MIBR;14;0.96;ovp;2019-02-03;major;S
56;7592;device;Astralis;16;Ninjas in Pyjamas;14;1.26;d2;2019-01-03;major;S
57;7592;device;Astralis;16;Ninjas in Pyjamas;2;1.46;mrg;2019-01-03;major;S
58;7592;device;Astralis;16;Renegades;2;1.96;inf;2019-02-21;major;S
59;7592;device;Astralis;16;Renegades;9;1.37;nuke;2019-02-21;major;S
60;7592;device;Astralis;17;Renegades;19;1.18;mrg;2019-02-21;major;S
61;7592;device;Astralis;16;Cloud9;0;1.98;trn;2019-02-20;major;S
62;7592;device;Astralis;16;Complexity;6;1.02;nuke;2019-02-20;major;S
63;8918;electronic;Natus Vincere;17;NRG;19;1.03;mrg;2019-06-09;major;S
64;8918;electronic;Natus Vincere;12;NRG;16;0.92;d2;2019-06-09;major;S
65;8918;electronic;Natus Vincere;16;CR4ZY;4;1.66;nuke;2019-01-09;major;S
66;8918;electronic;Natus Vincere;16;CR4ZY;12;1.41;inf;2019-01-09;major;S
67;8918;electronic;Natus Vincere;11;CR4ZY;16;1.21;mrg;2019-01-09;major;S
68;8918;electronic;Natus Vincere;16;MIBR;4;2.31;inf;2019-08-31;major;S
69;8918;electronic;Natus Vincere;16;MIBR;11;1.79;mrg;2019-08-31;major;S
70;8918;electronic;Natus Vincere;17;MOUZ;19;1.4;nuke;2019-08-30;major;S
71;8918;electronic;Natus Vincere;16;DreamEaters;7;1.34;ovp;2019-08-29;major;S
72;8918;electronic;Natus Vincere;17;G2;19;0.81;ovp;2019-08-28;major;S
73;8918;electronic;Natus Vincere;14;ENCE;16;0.83;mrg;2019-02-03;major;S
74;8918;electronic;Natus Vincere;16;ENCE;3;1.66;d2;2019-02-03;major;S
75;8918;electronic;Natus Vincere;14;ENCE;16;0.64;trn;2019-02-03;major;S
76;8918;electronic;Natus Vincere;16;FaZe;7;1.75;mrg;2019-02-28;major;S
77;8918;electronic;Natus Vincere;16;FaZe;13;1.28;inf;2019-02-28;major;S
78;8918;electronic;Natus Vincere;16;AVANGAR;11;1.1;trn;2019-02-22;major;S
79;8918;electronic;Natus Vincere;16;AVANGAR;6;1.2;d2;2019-02-22;major;S
80;8918;electronic;Natus Vincere;9;Liquid;16;0.9;d2;2019-02-21;major;S
81;8918;electronic;Natus Vincere;14;Liquid;16;0.91;mrg;2019-02-21;major;S
82;8918;electronic;Natus Vincere;25;Vitality;22;1.16;mrg;2019-02-20;major;S
83;8918;electronic;Natus Vincere;16;G2;7;1.45;inf;2019-02-20;major;S
84;8738;elige;Liquid;13;Astralis;16;1.07;ovp;2019-06-09;major;S
85;8738;elige;Liquid;8;Astralis;16;1.1;vtg;2019-06-09;major;S
86;8738;elige;Liquid;22;MOUZ;20;1.19;d2;2019-01-09;major;S
87;8738;elige;Liquid;19;MOUZ;17;1.14;mrg;2019-01-09;major;S
88;8738;elige;Liquid;16;North;6;1.47;d2;2019-08-31;major;S
89;8738;elige;Liquid;16;North;12;1.3;mrg;2019-08-31;major;S
90;8738;elige;Liquid;18;AVANGAR;22;1.06;ovp;2019-08-30;major;S
91;8738;elige;Liquid;9;NRG;16;1.59;d2;2019-08-29;major;S
92;8738;elige;Liquid;16;CR4ZY;9;1.43;mrg;2019-08-28;major;S
93;8738;elige;Liquid;16;ENCE;19;1.18;inf;2019-02-28;major;S
94;8738;elige;Liquid;11;ENCE;16;0.78;mrg;2019-02-28;major;S
95;8738;elige;Liquid;16;Natus Vincere;9;1.35;d2;2019-02-21;major;S
96;8738;elige;Liquid;16;Natus Vincere;14;1.04;mrg;2019-02-21;major;S
97;8738;elige;Liquid;16;Ninjas in Pyjamas;13;1.04;ovp;2019-02-21;major;S
98;8738;elige;Liquid;16;AVANGAR;12;1.03;ovp;2019-02-20;major;S
99;11816;ropz;MOUZ;20;Liquid;22;0.93;d2;2019-01-09;major;S
100;11816;ropz;MOUZ;17;Liquid;19;0.82;mrg;2019-01-09;major;S
101;11816;ropz;MOUZ;10;Vitality;16;0.86;mrg;2019-08-31;major;S
102;11816;ropz;MOUZ;5;Vitality;16;0.75;vtg;2019-08-31;major;S
103;11816;ropz;MOUZ;19;Natus Vincere;17;1.38;nuke;2019-08-30;major;S
104;11816;ropz;MOUZ;16;North;13;1.36;inf;2019-08-29;major;S
105;11816;ropz;MOUZ;8;FaZe;16;0.74;mrg;2019-08-28;major;S
106;8574;woxic;MOUZ;20;Liquid;22;0.97;d2;2019-01-09;major;S
107;8574;woxic;MOUZ;17;Liquid;19;1.31;mrg;2019-01-09;major;S
108;8574;woxic;MOUZ;10;Vitality;16;1.12;mrg;2019-08-31;major;S
109;8574;woxic;MOUZ;5;Vitality;16;0.61;vtg;2019-08-31;major;S
110;8574;woxic;MOUZ;19;Natus Vincere;17;1.03;nuke;2019-08-30;major;S
111;8574;woxic;MOUZ;16;North;13;1.06;inf;2019-08-29;major;S
112;8574;woxic;MOUZ;8;FaZe;16;1.16;mrg;2019-08-28;major;S
113;8574;woxic;HellRaisers;12;Cloud9;16;0.87;cch;2019-02-23;major;S
114;8574;woxic;HellRaisers;8;Cloud9;16;1.03;inf;2019-02-23;major;S
115;8574;woxic;HellRaisers;5;Ninjas in Pyjamas;16;1.05;ovp;2019-02-21;major;S
116;8574;woxic;HellRaisers;16;ENCE;12;1.69;d2;2019-02-20;major;S
117;8574;woxic;HellRaisers;4;FaZe;16;0.75;trn;2019-02-20;major;S
118;8520;naf;Liquid;13;Astralis;16;0.88;ovp;2019-06-09;major;S
119;8520;naf;Liquid;8;Astralis;16;0.73;vtg;2019-06-09;major;S
120;8520;naf;Liquid;22;MOUZ;20;1.18;d2;2019-01-09;major;S
121;8520;naf;Liquid;19;MOUZ;17;1.35;mrg;2019-01-09;major;S
122;8520;naf;Liquid;16;North;6;1.29;d2;2019-08-31;major;S
123;8520;naf;Liquid;16;North;12;1.13;mrg;2019-08-31;major;S
124;8520;naf;Liquid;18;AVANGAR;22;1.28;ovp;2019-08-30;major;S
125;8520;naf;Liquid;9;NRG;16;0.43;d2;2019-08-29;major;S
126;8520;naf;Liquid;16;CR4ZY;9;1.4;mrg;2019-08-28;major;S
127;8520;naf;Liquid;16;ENCE;19;0.63;inf;2019-02-28;major;S
128;8520;naf;Liquid;11;ENCE;16;0.92;mrg;2019-02-28;major;S
129;8520;naf;Liquid;16;Natus Vincere;9;1.0;d2;2019-02-21;major;S
130;8520;naf;Liquid;16;Natus Vincere;14;0.96;mrg;2019-02-21;major;S
131;8520;naf;Liquid;16;Ninjas in Pyjamas;13;1.3;ovp;2019-02-21;major;S
132;8520;naf;Liquid;16;AVANGAR;12;1.3;ovp;2019-02-20;major;S
133;9032;magisk;Astralis;16;AVANGAR;5;1.23;d2;2019-08-09;major;S
134;9032;magisk;Astralis;16;AVANGAR;6;1.15;inf;2019-08-09;major;S
135;9032;magisk;Astralis;16;NRG;9;1.19;ovp;2019-07-09;major;S
136;9032;magisk;Astralis;16;NRG;10;1.07;trn;2019-07-09;major;S
137;9032;magisk;Astralis;16;Liquid;13;1.48;ovp;2019-06-09;major;S
138;9032;magisk;Astralis;16;Liquid;8;1.33;vtg;2019-06-09;major;S
139;9032;magisk;Astralis;16;CR4ZY;5;0.92;vtg;2019-08-31;major;S
140;9032;magisk;Astralis;29;CR4ZY;31;0.99;d2;2019-08-31;major;S
141;9032;magisk;Astralis;16;CR4ZY;11;1.3;inf;2019-08-31;major;S
142;9032;magisk;Astralis;4;NRG;16;0.54;nuke;2019-08-30;major;S
143;9032;magisk;Astralis;28;NRG;31;1.02;trn;2019-08-30;major;S
144;9032;magisk;Astralis;16;G2;7;1.55;nuke;2019-08-29;major;S
145;9032;magisk;Astralis;16;DreamEaters;9;1.53;d2;2019-08-28;major;S
146;9032;magisk;Astralis;16;ENCE;4;1.37;inf;2019-03-03;major;S
147;9032;magisk;Astralis;16;ENCE;11;1.21;trn;2019-03-03;major;S
148;9032;magisk;Astralis;16;MIBR;7;1.52;inf;2019-02-03;major;S
149;9032;magisk;Astralis;16;MIBR;14;1.37;ovp;2019-02-03;major;S
150;9032;magisk;Astralis;16;Ninjas in Pyjamas;14;1.12;d2;2019-01-03;major;S
151;9032;magisk;Astralis;16;Ninjas in Pyjamas;2;1.94;mrg;2019-01-03;major;S
152;9032;magisk;Astralis;16;Renegades;2;1.5;inf;2019-02-21;major;S
153;9032;magisk;Astralis;16;Renegades;9;1.03;nuke;2019-02-21;major;S
154;9032;magisk;Astralis;17;Renegades;19;0.86;mrg;2019-02-21;major;S
155;9032;magisk;Astralis;16;Cloud9;0;2.17;trn;2019-02-20;major;S
156;9032;magisk;Astralis;16;Complexity;6;0.94;nuke;2019-02-20;major;S
157;3741;niko;FaZe;14;Renegades;16;1.0;vtg;2019-08-31;major;S
158;3741;niko;FaZe;16;Renegades;3;1.15;nuke;2019-08-31;major;S
159;3741;niko;FaZe;19;Renegades;22;0.93;mrg;2019-08-31;major;S
160;3741;niko;FaZe;9;CR4ZY;16;1.01;mrg;2019-08-30;major;S
161;3741;niko;FaZe;7;Vitality;16;1.09;d2;2019-08-29;major;S
162;3741;niko;FaZe;16;MOUZ;8;0.92;mrg;2019-08-28;major;S
163;3741;niko;FaZe;7;Natus Vincere;16;0.86;mrg;2019-02-28;major;S
164;3741;niko;FaZe;13;Natus Vincere;16;0.7;inf;2019-02-28;major;S
165;3741;niko;FaZe;16;Cloud9;9;1.65;d2;2019-02-24;major;S
166;3741;niko;FaZe;16;Cloud9;14;1.36;cch;2019-02-24;major;S
167;3741;niko;FaZe;16;Complexity;14;1.43;d2;2019-02-23;major;S
168;3741;niko;FaZe;16;Complexity;11;1.21;mrg;2019-02-23;major;S
169;3741;niko;FaZe;8;Complexity;16;0.81;cch;2019-02-23;major;S
170;3741;niko;FaZe;13;AVANGAR;16;0.96;mrg;2019-02-21;major;S
171;3741;niko;FaZe;14;Renegades;16;1.14;inf;2019-02-20;major;S
172;3741;niko;FaZe;16;HellRaisers;4;1.63;trn;2019-02-20;major;S
173;10394;twistzz;Liquid;13;Astralis;16;0.97;ovp;2019-06-09;major;S
174;10394;twistzz;Liquid;8;Astralis;16;0.98;vtg;2019-06-09;major;S
175;10394;twistzz;Liquid;22;MOUZ;20;1.06;d2;2019-01-09;major;S
176;10394;twistzz;Liquid;19;MOUZ;17;1.03;mrg;2019-01-09;major;S
177;10394;twistzz;Liquid;16;North;6;1.86;d2;2019-08-31;major;S
178;10394;twistzz;Liquid;16;North;12;1.18;mrg;2019-08-31;major;S
179;10394;twistzz;Liquid;18;AVANGAR;22;0.91;ovp;2019-08-30;major;S
180;10394;twistzz;Liquid;9;NRG;16;0.75;d2;2019-08-29;major;S
181;10394;twistzz;Liquid;16;CR4ZY;9;1.45;mrg;2019-08-28;major;S
182;10394;twistzz;Liquid;16;ENCE;19;1.23;inf;2019-02-28;major;S
183;10394;twistzz;Liquid;11;ENCE;16;0.63;mrg;2019-02-28;major;S
184;10394;twistzz;Liquid;16;Natus Vincere;9;1.48;d2;2019-02-21;major;S
185;10394;twistzz;Liquid;16;Natus Vincere;14;1.21;mrg;2019-02-21;major;S
186;10394;twistzz;Liquid;16;Ninjas in Pyjamas;13;0.9;ovp;2019-02-21;major;S
187;10394;twistzz;Liquid;16;AVANGAR;12;1.42;ovp;2019-02-20;major;S
188;9136;brehze;NRG;9;Astralis;16;1.73;ovp;2019-07-09;major;S
189;9136;brehze;NRG;10;Astralis;16;1.31;trn;2019-07-09;major;S
190;9136;brehze;NRG;19;Natus Vincere;17;0.95;mrg;2019-06-09;major;S
191;9136;brehze;NRG;16;Natus Vincere;12;1.46;d2;2019-06-09;major;S
192;9136;brehze;NRG;16;Astralis;4;1.47;nuke;2019-08-30;major;S
193;9136;brehze;NRG;31;Astralis;28;1.09;trn;2019-08-30;major;S
194;9136;brehze;NRG;16;Liquid;9;1.18;d2;2019-08-29;major;S
195;9136;brehze;NRG;16;Renegades;14;1.07;d2;2019-08-28;major;S
196;9136;brehze;NRG;16;Complexity;19;1.17;cch;2019-02-21;major;S
197;9136;brehze;NRG;19;Complexity;22;1.27;nuke;2019-02-21;major;S
198;9136;brehze;NRG;13;AVANGAR;16;1.29;ovp;2019-02-20;major;S
199;9136;brehze;NRG;14;Ninjas in Pyjamas;16;1.03;nuke;2019-02-20;major;S
200;11283;ottond;CR4ZY;4;Natus Vincere;16;0.96;nuke;2019-01-09;major;S
201;11283;ottond;CR4ZY;12;Natus Vincere;16;1.1;inf;2019-01-09;major;S
202;11283;ottond;CR4ZY;16;Natus Vincere;11;1.25;mrg;2019-01-09;major;S
203;11283;ottond;CR4ZY;5;Astralis;16;0.79;vtg;2019-08-31;major;S
204;11283;ottond;CR4ZY;31;Astralis;29;1.17;d2;2019-08-31;major;S
205;11283;ottond;CR4ZY;11;Astralis;16;1.32;inf;2019-08-31;major;S
206;11283;ottond;CR4ZY;16;FaZe;9;1.66;mrg;2019-08-30;major;S
207;11283;ottond;CR4ZY;16;Ninjas in Pyjamas;10;1.09;trn;2019-08-29;major;S
208;11283;ottond;CR4ZY;9;Liquid;16;0.75;mrg;2019-08-28;major;S
209;4679;jks;Renegades;6;AVANGAR;16;0.99;d2;2019-07-09;major;S
210;4679;jks;Renegades;19;AVANGAR;22;1.38;mrg;2019-07-09;major;S
211;4679;jks;Renegades;16;ENCE;12;1.36;nuke;2019-05-09;major;S
212;4679;jks;Renegades;16;ENCE;5;1.72;mrg;2019-05-09;major;S
213;4679;jks;Renegades;16;G2;9;1.07;inf;2019-01-09;major;S
214;4679;jks;Renegades;11;G2;16;0.94;d2;2019-01-09;major;S
215;4679;jks;Renegades;16;G2;11;1.47;vtg;2019-01-09;major;S
216;4679;jks;Renegades;16;FaZe;14;0.91;vtg;2019-08-31;major;S
217;4679;jks;Renegades;3;FaZe;16;0.77;nuke;2019-08-31;major;S
218;4679;jks;Renegades;22;FaZe;19;1.08;mrg;2019-08-31;major;S
219;4679;jks;Renegades;16;DreamEaters;8;1.01;trn;2019-08-30;major;S
220;4679;jks;Renegades;16;DreamEaters;10;1.14;mrg;2019-08-30;major;S
221;4679;jks;Renegades;13;AVANGAR;16;0.78;vtg;2019-08-29;major;S
222;4679;jks;Renegades;14;NRG;16;1.35;d2;2019-08-28;major;S
223;4679;jks;Renegades;12;MIBR;16;0.9;trn;2019-01-03;major;S
224;4679;jks;Renegades;6;MIBR;16;1.06;d2;2019-01-03;major;S
225;4679;jks;Renegades;16;Vitality;12;1.6;inf;2019-02-22;major;S
226;4679;jks;Renegades;11;Vitality;16;0.9;cch;2019-02-22;major;S
227;4679;jks;Renegades;16;Vitality;5;1.76;d2;2019-02-22;major;S
228;4679;jks;Renegades;2;Astralis;16;0.5;inf;2019-02-21;major;S
229;4679;jks;Renegades;9;Astralis;16;1.1;nuke;2019-02-21;major;S
230;4679;jks;Renegades;19;Astralis;17;1.13;mrg;2019-02-21;major;S
231;4679;jks;Renegades;16;FaZe;14;1.15;inf;2019-02-20;major;S
232;4679;jks;Renegades;16;ENCE;13;1.12;inf;2019-02-20;major;S
233;5794;tabsen;BIG;10;ENCE;16;0.86;ovp;2019-02-21;major;S
234;5794;tabsen;BIG;14;ENCE;16;0.84;trn;2019-02-21;major;S
235;5794;tabsen;BIG;16;ENCE;5;1.83;d2;2019-02-21;major;S
236;5794;tabsen;BIG;13;G2;16;0.73;mrg;2019-02-20;major;S
237;5794;tabsen;BIG;11;Vitality;16;1.1;mrg;2019-02-20;major;S
238;11916;sergej;ENCE;12;Renegades;16;0.98;nuke;2019-05-09;major;S
239;11916;sergej;ENCE;5;Renegades;16;0.73;mrg;2019-05-09;major;S
240;11916;sergej;ENCE;16;Vitality;7;1.09;d2;2019-08-30;major;S
241;11916;sergej;ENCE;16;Vitality;10;0.99;nuke;2019-08-30;major;S
242;11916;sergej;ENCE;16;MIBR;8;1.68;inf;2019-08-29;major;S
243;11916;sergej;ENCE;16;AVANGAR;5;2.11;ovp;2019-08-28;major;S
244;11916;sergej;ENCE;4;Astralis;16;1.15;inf;2019-03-03;major;S
245;11916;sergej;ENCE;11;Astralis;16;0.67;trn;2019-03-03;major;S
246;11916;sergej;ENCE;16;Natus Vincere;14;1.13;mrg;2019-02-03;major;S
247;11916;sergej;ENCE;3;Natus Vincere;16;0.46;d2;2019-02-03;major;S
248;11916;sergej;ENCE;16;Natus Vincere;14;1.31;trn;2019-02-03;major;S
249;11916;sergej;ENCE;19;Liquid;16;1.17;inf;2019-02-28;major;S
250;11916;sergej;ENCE;16;Liquid;11;1.44;mrg;2019-02-28;major;S
251;11916;sergej;ENCE;16;AVANGAR;7;0.87;trn;2019-02-24;major;S
252;11916;sergej;ENCE;16;AVANGAR;12;0.89;mrg;2019-02-24;major;S
253;11916;sergej;ENCE;16;G2;10;0.95;mrg;2019-02-23;major;S
254;11916;sergej;ENCE;19;G2;17;0.87;d2;2019-02-23;major;S
255;11916;sergej;ENCE;16;BIG;10;0.68;ovp;2019-02-21;major;S
256;11916;sergej;ENCE;16;BIG;14;1.04;trn;2019-02-21;major;S
257;11916;sergej;ENCE;5;BIG;16;0.79;d2;2019-02-21;major;S
258;11916;sergej;ENCE;12;HellRaisers;16;1.3;d2;2019-02-20;major;S
259;11916;sergej;ENCE;13;Renegades;16;1.28;inf;2019-02-20;major;S
260;7398;dupreeh;Astralis;16;AVANGAR;5;1.53;d2;2019-08-09;major;S
261;7398;dupreeh;Astralis;16;AVANGAR;6;1.14;inf;2019-08-09;major;S
262;7398;dupreeh;Astralis;16;NRG;9;1.1;ovp;2019-07-09;major;S
263;7398;dupreeh;Astralis;16;NRG;10;1.15;trn;2019-07-09;major;S
264;7398;dupreeh;Astralis;16;Liquid;13;1.07;ovp;2019-06-09;major;S
265;7398;dupreeh;Astralis;16;Liquid;8;1.55;vtg;2019-06-09;major;S
266;7398;dupreeh;Astralis;16;CR4ZY;5;1.51;vtg;2019-08-31;major;S
267;7398;dupreeh;Astralis;29;CR4ZY;31;1.26;d2;2019-08-31;major;S
268;7398;dupreeh;Astralis;16;CR4ZY;11;0.93;inf;2019-08-31;major;S
269;7398;dupreeh;Astralis;4;NRG;16;0.21;nuke;2019-08-30;major;S
270;7398;dupreeh;Astralis;28;NRG;31;0.88;trn;2019-08-30;major;S
271;7398;dupreeh;Astralis;16;G2;7;1.18;nuke;2019-08-29;major;S
272;7398;dupreeh;Astralis;16;DreamEaters;9;1.09;d2;2019-08-28;major;S
273;7398;dupreeh;Astralis;16;ENCE;4;1.8;inf;2019-03-03;major;S
274;7398;dupreeh;Astralis;16;ENCE;11;1.14;trn;2019-03-03;major;S
275;7398;dupreeh;Astralis;16;MIBR;7;1.39;inf;2019-02-03;major;S
276;7398;dupreeh;Astralis;16;MIBR;14;1.21;ovp;2019-02-03;major;S
277;7398;dupreeh;Astralis;16;Ninjas in Pyjamas;14;1.02;d2;2019-01-03;major;S
278;7398;dupreeh;Astralis;16;Ninjas in Pyjamas;2;1.66;mrg;2019-01-03;major;S
279;7398;dupreeh;Astralis;16;Renegades;2;1.69;inf;2019-02-21;major;S
280;7398;dupreeh;Astralis;16;Renegades;9;1.37;nuke;2019-02-21;major;S
281;7398;dupreeh;Astralis;17;Renegades;19;0.85;mrg;2019-02-21;major;S
282;7398;dupreeh;Astralis;16;Cloud9;0;0.92;trn;2019-02-20;major;S
283;7398;dupreeh;Astralis;16;Complexity;6;1.29;nuke;2019-02-20;major;S
284;9960;frozen;MOUZ;20;Liquid;22;1.38;d2;2019-01-09;major;S
285;9960;frozen;MOUZ;17;Liquid;19;0.76;mrg;2019-01-09;major;S
286;9960;frozen;MOUZ;10;Vitality;16;0.89;mrg;2019-08-31;major;S
287;9960;frozen;MOUZ;5;Vitality;16;0.92;vtg;2019-08-31;major;S
288;9960;frozen;MOUZ;19;Natus Vincere;17;1.09;nuke;2019-08-30;major;S
289;9960;frozen;MOUZ;16;North;13;0.97;inf;2019-08-29;major;S
290;9960;frozen;MOUZ;8;FaZe;16;0.55;mrg;2019-08-28;major;S
291;7167;kennys;G2;9;Renegades;16;0.92;inf;2019-01-09;major;S
292;7167;kennys;G2;16;Renegades;11;1.18;d2;2019-01-09;major;S
293;7167;kennys;G2;11;Renegades;16;0.92;vtg;2019-01-09;major;S
294;7167;kennys;G2;9;AVANGAR;16;1.0;ovp;2019-08-31;major;S
295;7167;kennys;G2;11;AVANGAR;16;1.13;inf;2019-08-31;major;S
296;7167;kennys;G2;16;AVANGAR;9;1.11;d2;2019-08-31;major;S
297;7167;kennys;G2;16;MIBR;4;0.79;inf;2019-08-30;major;S
298;7167;kennys;G2;7;Astralis;16;0.6;nuke;2019-08-29;major;S
299;7167;kennys;G2;19;Natus Vincere;17;1.18;ovp;2019-08-28;major;S
300;7167;kennys;G2;10;ENCE;16;0.55;mrg;2019-02-23;major;S
301;7167;kennys;G2;17;ENCE;19;0.97;d2;2019-02-23;major;S
302;7167;kennys;G2;12;MIBR;16;1.05;inf;2019-02-21;major;S
303;7167;kennys;G2;16;BIG;13;1.27;mrg;2019-02-20;major;S
304;7167;kennys;G2;7;Natus Vincere;16;1.04;inf;2019-02-20;major;S
305;11219;cerq;NRG;9;Astralis;16;0.69;ovp;2019-07-09;major;S
306;11219;cerq;NRG;10;Astralis;16;0.97;trn;2019-07-09;major;S
307;11219;cerq;NRG;19;Natus Vincere;17;1.39;mrg;2019-06-09;major;S
308;11219;cerq;NRG;16;Natus Vincere;12;0.98;d2;2019-06-09;major;S
309;11219;cerq;NRG;16;Astralis;4;1.29;nuke;2019-08-30;major;S
310;11219;cerq;NRG;31;Astralis;28;1.27;trn;2019-08-30;major;S
311;11219;cerq;NRG;16;Liquid;9;1.44;d2;2019-08-29;major;S
312;11219;cerq;NRG;16;Renegades;14;0.92;d2;2019-08-28;major;S
313;11219;cerq;NRG;16;Complexity;19;0.78;cch;2019-02-21;major;S
314;11219;cerq;NRG;19;Complexity;22;1.28;nuke;2019-02-21;major;S
315;11219;cerq;NRG;13;AVANGAR;16;0.87;ovp;2019-02-20;major;S
316;11219;cerq;NRG;14;Ninjas in Pyjamas;16;0.66;nuke;2019-02-20;major;S
317;9216;coldzera;MIBR;7;Astralis;16;0.96;inf;2019-02-03;major;S
318;9216;coldzera;MIBR;14;Astralis;16;1.07;ovp;2019-02-03;major;S
319;9216;coldzera;MIBR;16;Renegades;12;1.09;trn;2019-01-03;major;S
320;9216;coldzera;MIBR;16;Renegades;6;1.43;d2;2019-01-03;major;S
321;9216;coldzera;MIBR;16;Ninjas in Pyjamas;14;1.49;inf;2019-02-22;major;S
322;9216;coldzera;MIBR;16;Ninjas in Pyjamas;6;1.36;trn;2019-02-22;major;S
323;9216;coldzera;MIBR;16;G2;12;1.68;inf;2019-02-21;major;S
324;9216;coldzera;MIBR;16;Complexity;9;1.35;mrg;2019-02-20;major;S
325;9216;coldzera;MIBR;3;Cloud9;16;0.93;inf;2019-02-20;major;S
